	LIME Importance
SSTR1.rescaled	-9.144780331185674e-05
TRH.rescaled	-9.103303702979913e-05
POTEF.rescaled	-9.099909696644063e-05
ABAT.rescaled	9.097269118786788e-05
CACNG6.rescaled	-9.038003370957109e-05
TK1.rescaled	-8.87703719878817e-05
MCM10.rescaled	-8.769821370511286e-05
TCL1B.rescaled	-8.694219108137862e-05
NCAPH.rescaled	-8.661142367560976e-05
GNG13.rescaled	-8.581189024325284e-05
GPN2.rescaled	8.555921763459757e-05
FOXA3.rescaled	8.513539172228568e-05
PCDHB1.rescaled	8.483082132861283e-05
TCEAL5.rescaled	8.421172410324583e-05
ZDHHC16.rescaled	8.398542675812725e-05
C19orf33.rescaled	-8.369621023759518e-05
RFX6.rescaled	8.368110870021257e-05
CFP.rescaled	8.358860070829922e-05
C19orf81.rescaled	-8.349866214991668e-05
STX19.rescaled	-8.318071706614873e-05
CAMP.rescaled	-8.243725578861897e-05
KCNS2.rescaled	8.184478276428174e-05
GAL3ST2.rescaled	-8.096418221178843e-05
SSR4.rescaled	-8.090776913552224e-05
SLC6A2.rescaled	-8.049953941229221e-05
TP53TG5.rescaled	8.012591106220556e-05
BCHE.rescaled	-7.984076241404677e-05
PTTG1.rescaled	-7.912406803849904e-05
TMC3.rescaled	7.907019294841255e-05
CUX2.rescaled	-7.877188248565653e-05
SLC35G6.rescaled	-7.867173143682733e-05
DEPDC1B.rescaled	-7.812217589820579e-05
KIF1A.rescaled	-7.806111074282359e-05
LEP.rescaled	7.778662489760686e-05
AURKA.rescaled	-7.755075221114308e-05
TM4SF18.rescaled	7.699556096020372e-05
GLRA3.rescaled	7.6973592053017e-05
GPR89B.rescaled	7.669576484539085e-05
HS3ST6.rescaled	-7.659886774134377e-05
ARX.rescaled	7.630446706909523e-05
PANK1.rescaled	-7.603686470166296e-05
PITX3.rescaled	7.562674928424157e-05
KLK8.rescaled	-7.5067310757832e-05
ESCO2.rescaled	-7.471728230608584e-05
ZNF669.rescaled	7.403818050526027e-05
CNTNAP2.rescaled	-7.388480940606447e-05
CKMT1A.rescaled	-7.360411531862208e-05
SFRP5.rescaled	7.331099808731526e-05
EIF3CL.rescaled	-7.309774506360155e-05
TNMD.rescaled	7.24966020450694e-05
C3orf52.rescaled	7.202267530122019e-05
CDC6.rescaled	-7.201237426984174e-05
ADIPOQ.rescaled	7.183252093603561e-05
CACNA1H.rescaled	-7.148672936000251e-05
MUL1.rescaled	7.14056220539819e-05
KIF4A.rescaled	-7.135241350684058e-05
UBE2C.rescaled	-7.108827428721789e-05
PBK.rescaled	-7.07217724134853e-05
CASP14.rescaled	-7.058740709253677e-05
TBX20.rescaled	-7.012945127996718e-05
PTHLH.rescaled	-6.959849498419207e-05
DNAH2.rescaled	-6.89025371455749e-05
CCBE1.rescaled	-6.86073063884477e-05
MMP24.rescaled	-6.858924931219947e-05
TCAP.rescaled	-6.854924599255528e-05
MAGED1.rescaled	-6.83723101472054e-05
MCFD2.rescaled	6.805214041431531e-05
ACOT1.rescaled	6.753988285622948e-05
HRK.rescaled	-6.75306913147595e-05
C19orf25.rescaled	6.68916303167684e-05
TNFRSF6B.rescaled	6.664759269450696e-05
EMX1.rescaled	6.65053966694481e-05
LIN7A.rescaled	6.628723735289877e-05
NKAIN4.rescaled	6.599075921370342e-05
SNAP91.rescaled	6.586318126570793e-05
IFI6.rescaled	-6.585536472099502e-05
FRMD1.rescaled	6.579949439190006e-05
ZC3H12D.rescaled	-6.495808983951798e-05
ZNF485.rescaled	-6.478955089083725e-05
KLK13.rescaled	-6.468843204693752e-05
DNASE2B.rescaled	6.461814656696413e-05
IL20RA.rescaled	6.436508041322377e-05
CENPK.rescaled	-6.421568317016843e-05
CCR8.rescaled	-6.412073168993938e-05
FAM3A.rescaled	-6.410346781581181e-05
BAG1.rescaled	6.394173355443585e-05
SH2D1A.rescaled	6.376103797646677e-05
DPY19L1.rescaled	6.372034814242904e-05
SLC30A8.rescaled	6.272887721150091e-05
ZNF608.rescaled	6.2681463089191e-05
BPIFB1.rescaled	6.223862294816699e-05
MCCD1.rescaled	6.221063450339907e-05
UGT2B28.rescaled	-6.179356302555974e-05
SLC22A31.rescaled	-6.146778284764356e-05
TIMELESS.rescaled	-6.110756929576288e-05
KLK7.rescaled	-6.104125812849335e-05
PNCK.rescaled	-6.0308213691158294e-05
SLC7A11.rescaled	-5.9796721115721343e-05
HSD17B1.rescaled	5.934884088084271e-05
AGR3.rescaled	5.9316466212860986e-05
VRK1.rescaled	-5.805497409195965e-05
GPC5.rescaled	5.776325366658494e-05
RCOR3.rescaled	5.73140685621442e-05
IGDCC3.rescaled	5.694269113296074e-05
UBE2E1.rescaled	5.6638670062315463e-05
MAK.rescaled	5.6555656023129465e-05
HMHB1.rescaled	-5.636571915714157e-05
CLNS1A.rescaled	-5.611360031722358e-05
C20orf144.rescaled	5.597499589103232e-05
KIF11.rescaled	-5.587682383723431e-05
CLDN14.rescaled	5.574127754790705e-05
UNC5CL.rescaled	-5.564740864908751e-05
PSKH1.rescaled	5.5472275078714236e-05
MYO3B.rescaled	5.544007263728414e-05
DNM2.rescaled	-5.543321689759522e-05
CPNE4.rescaled	-5.5125322107891376e-05
SLC5A5.rescaled	-5.497119344274736e-05
PER1.rescaled	-5.463435462494906e-05
FAM83D.rescaled	-5.461971142346744e-05
NRSN1.rescaled	5.43293451526499e-05
F3.rescaled	5.3827756908423e-05
RACGAP1.rescaled	-5.378355467686575e-05
KHDC1.rescaled	5.343171463506241e-05
ALAS2.rescaled	5.326959099181955e-05
OR10AD1.rescaled	-5.2966779258075406e-05
PRPF4B.rescaled	5.243773898655695e-05
SLC6A16.rescaled	-5.2098922988299026e-05
ZNF683.rescaled	-5.1830583417864567e-05
CDSN.rescaled	-5.180434182550674e-05
MS4A6E.rescaled	5.175924517154453e-05
PTOV1.rescaled	-5.148898750200683e-05
MED6.rescaled	5.148544966855917e-05
DQX1.rescaled	-5.104604251451836e-05
C11orf80.rescaled	-5.0482542965435995e-05
SNF8.rescaled	-4.999525039438885e-05
GPR137C.rescaled	-4.996382186895835e-05
KCNQ5.rescaled	4.99080238887777e-05
IL1RL2.rescaled	4.9773604510879857e-05
SLC25A20.rescaled	4.964413323457285e-05
E2F8.rescaled	-4.947298192453712e-05
CH25H.rescaled	4.938172805275148e-05
DAPL1.rescaled	4.921305190636829e-05
KIRREL3.rescaled	4.915528693387529e-05
PVR.rescaled	-4.908391195922865e-05
TRAF2.rescaled	-4.9050723997301624e-05
TUT1.rescaled	4.903281965767216e-05
DNAH12.rescaled	4.89054458751976e-05
NFX1.rescaled	4.8849306726858735e-05
TMEM82.rescaled	-4.8762839410702376e-05
TRAFD1.rescaled	4.848801364842688e-05
IL21.rescaled	-4.84772347858332e-05
WDPCP.rescaled	-4.828357838843445e-05
TET1.rescaled	-4.8218138339784274e-05
GATA5.rescaled	-4.818660907944374e-05
SNAPC5.rescaled	4.814728844618563e-05
TARBP1.rescaled	4.81074581179252e-05
SMYD2.rescaled	4.8074228166347904e-05
CDK1.rescaled	-4.801817818805401e-05
HFM1.rescaled	4.796769778364462e-05
AHSP.rescaled	4.796746902048639e-05
MTHFR.rescaled	4.7963993041013204e-05
ANKRD10.rescaled	-4.792809249006773e-05
CHST6.rescaled	4.765855542387253e-05
ORC6.rescaled	-4.7564114907056927e-05
TEDDM1.rescaled	-4.7301350374259445e-05
FLRT3.rescaled	-4.7236879301824596e-05
DLX3.rescaled	4.715217813415877e-05
TMEM50A.rescaled	4.7103109457782525e-05
LCN6.rescaled	4.7087056401086504e-05
PLXNB3.rescaled	-4.7063690169676746e-05
GPR158.rescaled	-4.7047754906744306e-05
ASF1B.rescaled	-4.7003843052780645e-05
LIN54.rescaled	-4.692343603799885e-05
ADARB2.rescaled	-4.684489465714036e-05
NEFH.rescaled	4.679874114705334e-05
PRB3.rescaled	-4.6783063702685605e-05
HHIPL2.rescaled	-4.667073606658058e-05
CLSPN.rescaled	-4.662074628017159e-05
TTK.rescaled	-4.661206446336134e-05
SLC7A5.rescaled	-4.660617865686834e-05
GLUD1.rescaled	-4.6119392068518124e-05
DSCC1.rescaled	-4.600735678505487e-05
TMEM31.rescaled	-4.600080095000248e-05
RNF8.rescaled	4.598412500427174e-05
MBNL1.rescaled	4.5950481714985025e-05
FER1L6.rescaled	4.594979187074783e-05
NDUFC2.rescaled	-4.5929709070154934e-05
CELA1.rescaled	4.589369090244669e-05
GDI1.rescaled	-4.5886393250808484e-05
CCDC150.rescaled	-4.587438095392901e-05
IFITM5.rescaled	4.579349107709173e-05
PCDHA5.rescaled	4.561234183155947e-05
FOXM1.rescaled	-4.5547624069622195e-05
SERPINI1.rescaled	-4.554628820555053e-05
RETN.rescaled	4.553002808569971e-05
AREG.rescaled	4.538547788615575e-05
CACNG4.rescaled	-4.536853040639404e-05
TMEM170B.rescaled	4.536229421673085e-05
CYP4Z1.rescaled	4.534815993111406e-05
MRPL27.rescaled	-4.526458841315816e-05
RAD54L.rescaled	-4.522144924330295e-05
TMSB15A.rescaled	-4.509876596796409e-05
CD101.rescaled	-4.5075588634627096e-05
UBXN10.rescaled	4.501641823214291e-05
MBP.rescaled	4.5007372427577565e-05
MICB.rescaled	4.486130040779388e-05
KCNB1.rescaled	-4.476783910322655e-05
UCN2.rescaled	4.460387977483541e-05
MANBAL.rescaled	4.4568643929568356e-05
CAPS.rescaled	-4.445320542366101e-05
PSPN.rescaled	4.443954809257102e-05
CENPE.rescaled	-4.439190796156535e-05
DCX.rescaled	-4.431542772775901e-05
DSN1.rescaled	-4.422807301601748e-05
POLR2J3.rescaled	-4.4146259084222365e-05
CHAF1A.rescaled	-4.407537752834079e-05
EIF3C.rescaled	-4.395002897621808e-05
EPYC.rescaled	4.390743998055851e-05
KAZALD1.rescaled	-4.3833363616544554e-05
SLURP1.rescaled	-4.376429604278721e-05
TRIM8.rescaled	4.369900607570925e-05
IQCA1.rescaled	4.359145992737173e-05
PPM1K.rescaled	4.358659637063641e-05
CIDEC.rescaled	4.341378914627422e-05
HBD.rescaled	4.340244327758157e-05
ZNF367.rescaled	-4.3391082013515545e-05
SLC16A4.rescaled	4.3203997351031704e-05
ARHGAP11A.rescaled	-4.320061891207037e-05
GPD1.rescaled	4.316734119186895e-05
TPR.rescaled	-4.3067618216976336e-05
INSC.rescaled	4.2895144701723966e-05
HOXA9.rescaled	4.279850029945652e-05
NEURL2.rescaled	-4.263960777866018e-05
IL12A.rescaled	-4.261706216823946e-05
SRF.rescaled	4.2512600515297844e-05
RIBC2.rescaled	-4.246963513285919e-05
MMP25.rescaled	4.243180029552908e-05
IFNGR1.rescaled	-4.23546225446494e-05
OPRD1.rescaled	-4.232166915877109e-05
PDZK1.rescaled	4.228933014339587e-05
VMO1.rescaled	-4.220998521329905e-05
CELF5.rescaled	-4.208391498926859e-05
APOBEC3B.rescaled	-4.2073629303143824e-05
TRIM5.rescaled	4.202542824759151e-05
RBM15B.rescaled	4.201437051496398e-05
MYEF2.rescaled	-4.198634258863205e-05
FAIM2.rescaled	-4.1924004771172986e-05
UGT2B15.rescaled	-4.187225447743359e-05
LGALS14.rescaled	4.18350563840402e-05
PSMB3.rescaled	-4.181310478572795e-05
MX2.rescaled	-4.17848343336188e-05
GATA1.rescaled	4.177954180507737e-05
KLC3.rescaled	-4.1729763904820456e-05
SEMA3B.rescaled	4.1660717300033726e-05
HMGCLL1.rescaled	-4.164582638441652e-05
IL2RB.rescaled	4.150610392548933e-05
DHFR.rescaled	-4.146089657352447e-05
ARL10.rescaled	4.145117705232703e-05
HMGCL.rescaled	4.134410567619197e-05
TMEM47.rescaled	-4.1314325536273e-05
TSSK1B.rescaled	4.129719242729568e-05
CCIN.rescaled	4.127030786080595e-05
UBE2S.rescaled	-4.1085361675126e-05
NBPF3.rescaled	4.097606392559815e-05
DLEC1.rescaled	4.094834708603277e-05
GJB2.rescaled	4.081297500727817e-05
LCP2.rescaled	-4.0797547674237364e-05
ACBD7.rescaled	-4.0729151536659003e-05
OR13A1.rescaled	4.070885188534149e-05
LBX2.rescaled	-4.068446618690856e-05
TACR1.rescaled	4.065564864517414e-05
CIDEA.rescaled	4.06370146622924e-05
TEKT5.rescaled	4.0631947348850785e-05
KIF14.rescaled	-4.059885533441919e-05
GLMN.rescaled	-4.05650083378129e-05
CFHR3.rescaled	-4.0447739438732034e-05
BAMBI.rescaled	4.0392241883834775e-05
MTRNR2L1.rescaled	4.0366182936546465e-05
KL.rescaled	4.0327356083776027e-05
TTC21A.rescaled	-4.032505547219966e-05
BRCA1.rescaled	-4.02900910524188e-05
FCHO1.rescaled	-4.024891914481669e-05
TSNAX.rescaled	4.017599582849546e-05
HHLA3.rescaled	4.005156247431556e-05
BTF3.rescaled	3.9976843993412476e-05
DOCK3.rescaled	-3.986367479287906e-05
TMEM138.rescaled	3.980140907601105e-05
WNT4.rescaled	3.978200702996158e-05
MKX.rescaled	-3.9755123362575344e-05
PLIN4.rescaled	3.974597508909297e-05
DGKA.rescaled	-3.974572972623649e-05
CRELD2.rescaled	-3.965414475562853e-05
SERTAD3.rescaled	-3.9598017916354025e-05
MPL.rescaled	-3.9588209303643815e-05
DISP2.rescaled	3.95202454948541e-05
PPEF1.rescaled	-3.951957289012839e-05
EZH2.rescaled	-3.942793278089952e-05
PTPRG.rescaled	-3.935256081985687e-05
SH2D3C.rescaled	-3.929243049868024e-05
TMC2.rescaled	3.920263196648783e-05
ACAN.rescaled	-3.914979443838422e-05
GTF2H3.rescaled	3.90722190448763e-05
ASB1.rescaled	3.903657579653302e-05
TFPI2.rescaled	3.897367425473261e-05
MCL1.rescaled	-3.8896898035039515e-05
PRDX6.rescaled	-3.883622180486257e-05
SYT3.rescaled	-3.882888687737167e-05
NRG4.rescaled	-3.877254999803705e-05
TUBB8.rescaled	3.8712615449163866e-05
GUSB.rescaled	-3.871182666311382e-05
TPH1.rescaled	-3.8699768143313324e-05
KIF15.rescaled	-3.868337382306129e-05
GRHL2.rescaled	-3.867693922997523e-05
CMTM3.rescaled	-3.8652257981444647e-05
GLRX.rescaled	3.8567620848859165e-05
PP2D1.rescaled	-3.855801570547739e-05
ZSCAN23.rescaled	-3.854443375882399e-05
GPR146.rescaled	3.853204980950033e-05
KLHL10.rescaled	3.849468559508558e-05
COL11A1.rescaled	-3.8452024247677044e-05
ZSCAN1.rescaled	3.8407115237238575e-05
OAS3.rescaled	-3.840088510074064e-05
CRYBB2.rescaled	3.830679759655824e-05
SLC12A4.rescaled	3.82907001199477e-05
CCDC141.rescaled	-3.821545175596849e-05
WFIKKN2.rescaled	3.8123389882197444e-05
CNR1.rescaled	3.807603092501489e-05
WWC2.rescaled	3.807358191526098e-05
PKMYT1.rescaled	-3.806708587940368e-05
KRT31.rescaled	3.8051378879877943e-05
SLC39A7.rescaled	3.798399545119105e-05
CDADC1.rescaled	3.7968273995733105e-05
CAD.rescaled	-3.794504661958027e-05
UMOD.rescaled	3.7919250765799524e-05
ARHGEF38.rescaled	3.783618288046848e-05
PSMD5.rescaled	-3.782871162556234e-05
LIPA.rescaled	3.7826874739479324e-05
TP53BP2.rescaled	3.77540511776373e-05
DDX23.rescaled	-3.771815027621956e-05
AFF2.rescaled	-3.75889904624737e-05
ZCCHC24.rescaled	3.754468564402889e-05
ZDHHC6.rescaled	3.754196968060056e-05
TRPV6.rescaled	-3.7507152655081317e-05
JAKMIP1.rescaled	-3.743736544851821e-05
TBCD.rescaled	-3.7334984646759566e-05
FAM181B.rescaled	3.730424960504078e-05
WIPI2.rescaled	3.712908143402672e-05
DERL2.rescaled	-3.711958129916636e-05
ABCA4.rescaled	3.700911538086585e-05
RNF2.rescaled	3.6973822815367286e-05
FAM157B.rescaled	-3.694489807531064e-05
FBXO43.rescaled	-3.692425821787263e-05
MYO18B.rescaled	-3.6848354904402786e-05
ZNF394.rescaled	-3.683698146784412e-05
KLHL21.rescaled	3.682785964725705e-05
ENTPD8.rescaled	-3.682129443284433e-05
APH1B.rescaled	3.679060046263778e-05
BTK.rescaled	-3.6765816480935946e-05
RBM39.rescaled	-3.669826990980544e-05
OR1C1.rescaled	3.669105606376893e-05
NCCRP1.rescaled	-3.6673517631407694e-05
IL6ST.rescaled	3.6654287828389586e-05
MRAP.rescaled	3.659879274652245e-05
ADH6.rescaled	3.6531463444904204e-05
EIF5B.rescaled	-3.652566592353591e-05
CCNC.rescaled	-3.650156052737515e-05
RPF2.rescaled	3.6483216172311743e-05
SLC38A2.rescaled	3.647882159640905e-05
MUC6.rescaled	3.645221506497911e-05
NUDT15.rescaled	3.645118106001045e-05
SLC25A15.rescaled	3.6353571264530955e-05
GOLGA6L10.rescaled	3.626691299895528e-05
NNAT.rescaled	3.622402396919081e-05
PSMC5.rescaled	-3.620325744321848e-05
SMG6.rescaled	-3.619632279006036e-05
IGFL3.rescaled	3.6142318225270056e-05
IGSF5.rescaled	-3.613411190731863e-05
PLK4.rescaled	-3.6106195270586555e-05
SLC22A4.rescaled	3.6093689453031926e-05
BMP2.rescaled	-3.603245337217823e-05
KLHDC7B.rescaled	3.602347432182631e-05
TPX2.rescaled	-3.598738705739649e-05
STX16.rescaled	-3.5969435001231603e-05
PRKDC.rescaled	-3.592954021348844e-05
TM4SF20.rescaled	3.5915687949212175e-05
LEMD1.rescaled	-3.589747394801654e-05
ABCC11.rescaled	3.585147566895319e-05
TNFRSF9.rescaled	3.5849358457596086e-05
C2CD2.rescaled	3.5826973470467985e-05
ZNF324.rescaled	3.582346271782588e-05
HEMGN.rescaled	3.5786009456148097e-05
ZNF229.rescaled	3.5777772516839526e-05
RER1.rescaled	3.5709670169383244e-05
JOSD2.rescaled	-3.5697323566365264e-05
PLA2G2C.rescaled	3.5645154331580944e-05
RSPH1.rescaled	3.551071434231486e-05
RBP4.rescaled	3.550838069571424e-05
DHX29.rescaled	-3.5480802565331784e-05
SMG5.rescaled	-3.546277261765479e-05
FBXL20.rescaled	-3.543178225066273e-05
GLIPR1L1.rescaled	3.540097003974294e-05
CTSC.rescaled	-3.539326970234066e-05
RRM2.rescaled	-3.5388078484767934e-05
SRD5A1.rescaled	-3.537399394581353e-05
EFNA2.rescaled	-3.532954443387668e-05
PPP1R15B.rescaled	3.5326590534041785e-05
PCSK2.rescaled	-3.530042765184437e-05
NDST2.rescaled	3.526921243004794e-05
NCOA2.rescaled	-3.523165295872673e-05
TBC1D13.rescaled	3.520608810845771e-05
NOL11.rescaled	3.519443806528035e-05
HSD11B1L.rescaled	3.509802974923181e-05
MTRNR2L6.rescaled	3.502899088753539e-05
CNRIP1.rescaled	3.502254358029933e-05
HSPA4L.rescaled	-3.50080611962564e-05
PRPH.rescaled	-3.493292610484366e-05
IFIT1.rescaled	-3.4907635461846734e-05
BTNL8.rescaled	3.487007027116023e-05
CBWD1.rescaled	3.486947809469151e-05
CDH4.rescaled	-3.4843955896428836e-05
CCDC85A.rescaled	-3.483691188386787e-05
TOMM20L.rescaled	3.483409172326685e-05
ZDHHC12.rescaled	-3.481098561669441e-05
UQCRHL.rescaled	-3.480367110613996e-05
TCEAL2.rescaled	3.4772342107652264e-05
GDAP1L1.rescaled	3.475044587053855e-05
EDN2.rescaled	-3.473561999731984e-05
S100A14.rescaled	-3.468151601129954e-05
PTP4A2.rescaled	3.463355483280439e-05
CYP2R1.rescaled	3.458300967480019e-05
MFN2.rescaled	3.456665847438988e-05
CYP17A1.rescaled	3.4566265715698665e-05
PAG1.rescaled	-3.452277355715623e-05
SESTD1.rescaled	3.45089002055338e-05
CCHCR1.rescaled	-3.450427475735225e-05
ZNF415.rescaled	3.4467617338585654e-05
CD300E.rescaled	3.446659806045668e-05
RNF26.rescaled	3.445887845552188e-05
TAS2R3.rescaled	-3.440425352618633e-05
SAMD9.rescaled	3.4400015200948514e-05
WNT3A.rescaled	-3.433751880161968e-05
S100G.rescaled	-3.432027765655178e-05
DPEP2.rescaled	3.4303331815489656e-05
ANKIB1.rescaled	-3.422777423916216e-05
IRF2BP1.rescaled	-3.421782577340037e-05
CD34.rescaled	3.415458766792969e-05
SLC8A3.rescaled	3.412411058225647e-05
CSTL1.rescaled	-3.412000635538308e-05
NKIRAS2.rescaled	-3.405652430086469e-05
MPST.rescaled	3.394383693237744e-05
HTR1B.rescaled	-3.3896369413372886e-05
ANKRD30A.rescaled	3.384651865001991e-05
SLC4A1.rescaled	3.3846472582560454e-05
RAD51.rescaled	-3.381114049176639e-05
PADI4.rescaled	3.3751670303631444e-05
MAP3K14.rescaled	3.364463746051856e-05
LRRC31.rescaled	3.361224027986882e-05
TACR3.rescaled	-3.361223798097681e-05
RND1.rescaled	3.35648221190916e-05
PROZ.rescaled	3.3535193903488274e-05
SLC30A2.rescaled	3.3526493721718854e-05
OLAH.rescaled	-3.3503840413490875e-05
RYBP.rescaled	3.350355959563885e-05
SPC24.rescaled	-3.3476530398088374e-05
APOL3.rescaled	-3.34386527952558e-05
SAR1B.rescaled	3.343640373478809e-05
TMEM216.rescaled	3.3427873992778266e-05
LRRC56.rescaled	3.338187600306399e-05
SLC29A1.rescaled	3.333106776290683e-05
MADCAM1.rescaled	3.3314604643845734e-05
KRT40.rescaled	3.3286281441138684e-05
ROPN1L.rescaled	-3.327806776676068e-05
TMEM132C.rescaled	3.326847801358821e-05
ATP6V0A4.rescaled	-3.3267078986530056e-05
UNC79.rescaled	3.3249035703567056e-05
EPB41L3.rescaled	-3.324834212142178e-05
TACC3.rescaled	-3.320079615333618e-05
JTB.rescaled	3.3189708561896457e-05
TXN2.rescaled	3.3143278113377445e-05
NPC1L1.rescaled	3.3125985989422763e-05
NIPBL.rescaled	-3.312301342742912e-05
SGTB.rescaled	-3.306709959338058e-05
CLCA4.rescaled	-3.3053244384888096e-05
SLC14A1.rescaled	3.3051056377661294e-05
AK3.rescaled	3.302950152720983e-05
ZNF676.rescaled	3.302535352902562e-05
KCNJ1.rescaled	3.2980141073744205e-05
DCAF4.rescaled	3.29672226248516e-05
PICK1.rescaled	-3.2964977310697646e-05
TREML4.rescaled	-3.29387444863608e-05
GPR141.rescaled	-3.292486361002206e-05
RNF167.rescaled	-3.290939397680373e-05
IL24.rescaled	3.288372838085246e-05
C7.rescaled	3.288039883381992e-05
ATP2A1.rescaled	-3.285667853111729e-05
GSTCD.rescaled	3.283969477027963e-05
FAM135B.rescaled	-3.280307352622352e-05
C14orf180.rescaled	3.277967319662033e-05
BLOC1S1.rescaled	-3.277386542905793e-05
OGG1.rescaled	-3.271035703295397e-05
NASP.rescaled	-3.269835052070627e-05
MMRN1.rescaled	-3.269675852233389e-05
S1PR5.rescaled	3.269066307284868e-05
