	LIME Importance
THUMPD3.rescaled	-2.40434189405646e-05
NUP210L.rescaled	-2.403136585238334e-05
DPF2.rescaled	-2.3992884336287897e-05
LMO1.rescaled	-2.3921981161565074e-05
TMEM74B.rescaled	-2.3908466389777895e-05
B3GNT2.rescaled	-2.386793355727909e-05
TBX4.rescaled	-2.3856862561325185e-05
PURA.rescaled	2.382694083008363e-05
EXTL3.rescaled	2.37203191615183e-05
FAIM.rescaled	-2.369758213685773e-05
GFI1B.rescaled	-2.3666204937385354e-05
MRPS25.rescaled	-2.3639867753943576e-05
MTPAP.rescaled	-2.362465349808928e-05
PRMT6.rescaled	2.361097833595817e-05
IGSF1.rescaled	-2.3603115246775713e-05
IL23A.rescaled	-2.352487573278404e-05
IFITM5.rescaled	-2.347937172122378e-05
DLK1.rescaled	-2.341400223738335e-05
TCAP.rescaled	-2.3338529675010892e-05
AFAP1.rescaled	2.327333521929812e-05
PSMB5.rescaled	-2.3241608346031106e-05
HBG2.rescaled	-2.321799478311944e-05
MCFD2.rescaled	2.3205116103389383e-05
IL21.rescaled	-2.3151411847987574e-05
MTRR.rescaled	-2.3079450464708917e-05
PHOSPHO1.rescaled	-2.3060198388363164e-05
ANO2.rescaled	-2.3048507139019493e-05
TSGA10IP.rescaled	-2.303780156539322e-05
TSPAN17.rescaled	-2.301127795606344e-05
RNASE10.rescaled	-2.297955767839953e-05
TMEM121.rescaled	2.295741238595814e-05
STAG3.rescaled	-2.2909980238972668e-05
SLC34A1.rescaled	-2.29077081285679e-05
FAM133A.rescaled	-2.2777157831508956e-05
FIP1L1.rescaled	-2.2732931894029366e-05
TMEM47.rescaled	-2.272501868270216e-05
SLC5A2.rescaled	-2.2707786505471934e-05
SETD2.rescaled	2.255571660522417e-05
SERPINA12.rescaled	-2.2536163956562295e-05
HS3ST5.rescaled	-2.252819204084376e-05
HIGD2A.rescaled	-2.2520694173430504e-05
CALHM3.rescaled	-2.250547451971675e-05
DEDD.rescaled	-2.2495509004524345e-05
LMAN2.rescaled	-2.2418439696894835e-05
OR13A1.rescaled	-2.2382159803003628e-05
SPEN.rescaled	2.2365329941901203e-05
EP400.rescaled	2.2306963308147625e-05
SLC8A3.rescaled	-2.222199196547447e-05
ASB9.rescaled	-2.2219887083200518e-05
SYNRG.rescaled	-2.221932207667065e-05
CPS1.rescaled	-2.217336210362811e-05
HEATR6.rescaled	-2.216558253304505e-05
GSDMB.rescaled	-2.2161913045512026e-05
PIGZ.rescaled	2.2148992909194634e-05
MYO18A.rescaled	-2.2138273037937434e-05
SLC39A12.rescaled	-2.2116754324163343e-05
HIGD1C.rescaled	-2.2095360268651955e-05
SFRP5.rescaled	-2.209441538243365e-05
KRT26.rescaled	-2.20866181648837e-05
ZFR2.rescaled	-2.1924217579972345e-05
CHST12.rescaled	2.1905051428926267e-05
FADS6.rescaled	-2.188198452848496e-05
PCDHA9.rescaled	-2.1869671395063582e-05
FAF2.rescaled	-2.1827141892138297e-05
CALCR.rescaled	-2.1779595206668396e-05
USP25.rescaled	2.1718019703496e-05
KIRREL3.rescaled	-2.1684800797009248e-05
C2orf66.rescaled	-2.161619878379829e-05
PDCD10.rescaled	-2.1607664918470227e-05
UNC13C.rescaled	-2.1530375663496762e-05
COL11A2.rescaled	-2.1529735110065972e-05
WIPF2.rescaled	-2.1513073702539425e-05
RRP8.rescaled	2.148255173358594e-05
EPX.rescaled	-2.1478926393028254e-05
ASCL4.rescaled	-2.147359200854401e-05
EAF1.rescaled	-2.1463644551677477e-05
CDC42EP2.rescaled	-2.1459050862261698e-05
PTBP3.rescaled	2.1447231615609135e-05
CADPS.rescaled	-2.1380483924018525e-05
GAS2.rescaled	-2.137656103573853e-05
CALR3.rescaled	-2.1358587993522715e-05
NTSR1.rescaled	-2.135846859802071e-05
PCDH9.rescaled	-2.135805897375824e-05
NELL1.rescaled	-2.1282774474809642e-05
PGC.rescaled	-2.120181075133579e-05
ZNF740.rescaled	2.1109007091412663e-05
C5orf51.rescaled	-2.1106204397403334e-05
ACTR1B.rescaled	2.109807143555352e-05
KDELR1.rescaled	2.106859406264659e-05
ATP6AP2.rescaled	-2.103921277414192e-05
CCDC137.rescaled	-2.1035655381814476e-05
DNER.rescaled	-2.099899990241748e-05
KCNK4.rescaled	-2.0997822277886706e-05
EGFR.rescaled	-2.0943338423222672e-05
ROCK1.rescaled	2.0934145710554157e-05
CSAG1.rescaled	-2.0900209032816037e-05
TRIM73.rescaled	-2.0887920279514505e-05
LRRC71.rescaled	-2.087924625137126e-05
CELF1.rescaled	2.087476360107013e-05
PRSS35.rescaled	-2.0838440597777175e-05
MS4A6E.rescaled	-2.0835574158177077e-05
HDC.rescaled	-2.0832888071770805e-05
BBX.rescaled	2.0789320067289855e-05
GALNTL6.rescaled	-2.0772667525372394e-05
PRRC2C.rescaled	2.0699991191345224e-05
ATE1.rescaled	-2.0699124323262252e-05
BRD7.rescaled	2.0689249812176697e-05
GPR88.rescaled	-2.0675994226639037e-05
ISM2.rescaled	-2.067532947584285e-05
HGS.rescaled	-2.0667806211120206e-05
GTPBP6.rescaled	2.065225408918549e-05
QRFPR.rescaled	-2.0647682716095606e-05
SLITRK2.rescaled	-2.0559546731517346e-05
ZFY.rescaled	-2.055696974732096e-05
CXCR2.rescaled	-2.0477794331919655e-05
CXCL5.rescaled	-2.0475506602205477e-05
BAALC.rescaled	-2.0454346282540996e-05
S100G.rescaled	-2.045399930567972e-05
PSORS1C2.rescaled	-2.0401095196276907e-05
CXCR1.rescaled	-2.0381048893864452e-05
RXFP4.rescaled	-2.037596345405414e-05
TAOK1.rescaled	-2.0370148383947016e-05
PRRC2B.rescaled	-2.033418290825271e-05
CTNNA2.rescaled	-2.0330134249994825e-05
FGF9.rescaled	-2.0324034457274365e-05
LRRC37A3.rescaled	-2.031264753271137e-05
IL31RA.rescaled	-2.0301389359245624e-05
HDAC10.rescaled	-2.025686927215572e-05
ZNF808.rescaled	2.024851009689553e-05
RGS8.rescaled	-2.0238387635918774e-05
ZNF746.rescaled	-2.0199449647781707e-05
DGKB.rescaled	-2.0175970639797347e-05
CCDC83.rescaled	-2.016974280638399e-05
C11orf80.rescaled	2.0100877046402562e-05
CLDN6.rescaled	-2.008162713513547e-05
MYPN.rescaled	-2.005272437927197e-05
FGG.rescaled	-2.004575132199186e-05
MLX.rescaled	-2.001740851579957e-05
CAPN7.rescaled	-1.998993048641597e-05
TDRD6.rescaled	-1.9975501835078874e-05
RPL36.rescaled	-1.9958151925433457e-05
RASGEF1C.rescaled	-1.9927134764667176e-05
HOXA13.rescaled	-1.9890104139451295e-05
MIXL1.rescaled	-1.9878650064009575e-05
ASCC2.rescaled	-1.9833412456761007e-05
CDRT1.rescaled	-1.9749019066832257e-05
OTOGL.rescaled	-1.9710248224083553e-05
SLC35D3.rescaled	-1.9707341442127226e-05
TMEM179.rescaled	-1.9678907823795237e-05
BCOR.rescaled	1.96512058852535e-05
G6PC2.rescaled	-1.9644561770327427e-05
BDNF.rescaled	-1.963900341806034e-05
MYOM1.rescaled	-1.9623726289603574e-05
KRT13.rescaled	-1.957966755137599e-05
GPC5.rescaled	-1.9536093978956745e-05
CREG1.rescaled	-1.951013360515347e-05
SNF8.rescaled	-1.9507157786861805e-05
MLLT1.rescaled	-1.948354721949513e-05
COL9A1.rescaled	-1.947918984609744e-05
PAK4.rescaled	1.9468734122127774e-05
IDO2.rescaled	-1.943476944168605e-05
NAA25.rescaled	-1.9400297271047876e-05
SSTR1.rescaled	-1.9385755121378676e-05
POTED.rescaled	-1.9373031334886423e-05
PFDN2.rescaled	-1.9369453554863758e-05
DMBT1.rescaled	-1.9342683908846593e-05
SMR3B.rescaled	-1.9317651603873402e-05
ATG9B.rescaled	-1.931041188743141e-05
SULT1C4.rescaled	-1.9306664060952712e-05
SGTA.rescaled	-1.9300814977947017e-05
ACBD7.rescaled	-1.929742978337573e-05
ELOVL1.rescaled	-1.929518878113375e-05
SPRN.rescaled	-1.927195905208789e-05
ABCA13.rescaled	-1.9254136543999495e-05
MYO1E.rescaled	1.925247687909996e-05
TPH1.rescaled	-1.9215624604774547e-05
TRPC4AP.rescaled	-1.9194248920095846e-05
DDN.rescaled	-1.918570585382638e-05
STK31.rescaled	-1.9160632445273824e-05
CLTB.rescaled	-1.9157355049454724e-05
FUBP1.rescaled	1.9156720991322557e-05
ETV5.rescaled	-1.9138373896933975e-05
IL15.rescaled	-1.9099651767933774e-05
DYNLT3.rescaled	1.9073767773603617e-05
AKR1B15.rescaled	-1.9034089464729537e-05
C6orf15.rescaled	-1.9018032301642785e-05
USP35.rescaled	-1.8985646354853536e-05
LRRN4.rescaled	-1.8953507244185155e-05
ACVR1B.rescaled	1.895038786317475e-05
KRT83.rescaled	-1.894023507758154e-05
TCEAL8.rescaled	1.8893132221104024e-05
POMC.rescaled	-1.8858857127945952e-05
ARL16.rescaled	-1.8834859493862353e-05
KLHL28.rescaled	-1.8812749020052185e-05
GRIK1.rescaled	-1.8787613591626518e-05
KRT6C.rescaled	-1.8785021682263915e-05
HTATSF1.rescaled	-1.877687080115698e-05
NUFIP2.rescaled	-1.876916418494084e-05
PDK3.rescaled	-1.8763320255292063e-05
KIAA0319.rescaled	-1.87631184439997e-05
NDUFA9.rescaled	-1.875238231256944e-05
CRYBA2.rescaled	-1.873095189416648e-05
CDK12.rescaled	-1.869488008351808e-05
MAGEA3.rescaled	-1.8685042282577276e-05
RAP1B.rescaled	-1.8617740626402842e-05
CCS.rescaled	-1.858015604507863e-05
NFS1.rescaled	-1.8526203900720444e-05
MRPL12.rescaled	-1.852426871736972e-05
TIMM50.rescaled	-1.85060305145915e-05
UBE2L3.rescaled	-1.8482046715385477e-05
PARP8.rescaled	-1.8481955401830994e-05
PROZ.rescaled	-1.8433730041504094e-05
BTD.rescaled	-1.839843633903141e-05
FSCN1.rescaled	-1.837121310760618e-05
TFDP1.rescaled	-1.8366903219480138e-05
PLCD1.rescaled	-1.8342613695102814e-05
NYAP2.rescaled	-1.833462660158392e-05
CBX8.rescaled	-1.8333097575308916e-05
CYP4A11.rescaled	-1.8322006464069817e-05
RBMXL1.rescaled	1.8318044952952527e-05
WDR3.rescaled	-1.8314848936104114e-05
UGT2B28.rescaled	-1.8314246636807458e-05
SKIL.rescaled	-1.828284183990836e-05
ABCB11.rescaled	-1.8281325753602725e-05
SERPINB7.rescaled	-1.8150213406144743e-05
SLC14A1.rescaled	-1.814851213835147e-05
SIGMAR1.rescaled	-1.8130220148991967e-05
UBE2M.rescaled	-1.8123052350401252e-05
MTMR14.rescaled	-1.8100076925925644e-05
CERS3.rescaled	-1.8084224429930706e-05
BCHE.rescaled	-1.807071957759004e-05
TBCD.rescaled	-1.80623036233948e-05
ZC3H12B.rescaled	-1.805943504747564e-05
REG4.rescaled	-1.803971649723224e-05
HACL1.rescaled	-1.8017070842838784e-05
ACAN.rescaled	-1.800761856241206e-05
SEC14L4.rescaled	-1.800370361970964e-05
EBNA1BP2.rescaled	-1.8003432384060936e-05
KBTBD12.rescaled	-1.7991086000328875e-05
MAT2A.rescaled	-1.795980787504339e-05
PREP.rescaled	-1.7957526282991255e-05
ERGIC3.rescaled	-1.794895737345133e-05
MOCS3.rescaled	-1.7927258989777716e-05
BEND4.rescaled	-1.7920994852263017e-05
LHX4.rescaled	-1.7919633943881763e-05
DUSP14.rescaled	-1.790587974378864e-05
CYP4F3.rescaled	-1.787609910233414e-05
TFPT.rescaled	-1.7870574292352714e-05
GDAP1L1.rescaled	-1.7868009171336036e-05
PADI4.rescaled	-1.7847379069722565e-05
KCNS1.rescaled	-1.784574735553565e-05
EYS.rescaled	-1.7836123674461368e-05
NUP107.rescaled	-1.7836046343281016e-05
C10orf90.rescaled	-1.78065610540228e-05
RAB4B.rescaled	1.779743626438181e-05
ZNF805.rescaled	-1.7789210352311113e-05
CNOT3.rescaled	-1.778219921938054e-05
FANCF.rescaled	-1.776351427875784e-05
FAM167B.rescaled	-1.7763301580123385e-05
SLC34A3.rescaled	-1.7717223922915017e-05
TCP11.rescaled	-1.767111213998442e-05
RBM42.rescaled	-1.7598638533115874e-05
OR1J2.rescaled	-1.758912371875046e-05
PSMA1.rescaled	-1.758770277647141e-05
PIWIL2.rescaled	-1.7563448963522685e-05
RSPH6A.rescaled	-1.755731901526774e-05
SMAD1.rescaled	-1.7516834491109623e-05
FGFBP2.rescaled	-1.750020130928434e-05
AKAP17A.rescaled	1.749126050425552e-05
MYLIP.rescaled	-1.7471199768364868e-05
EXOC3.rescaled	-1.7444591463455105e-05
PLXNA3.rescaled	-1.7444158628179983e-05
HCN4.rescaled	-1.7435031509026567e-05
FKBP11.rescaled	-1.736564674413791e-05
SEC22B.rescaled	-1.7344425472368216e-05
IGSF11.rescaled	-1.733638279423548e-05
SSR3.rescaled	-1.7332424706694136e-05
APOBEC2.rescaled	-1.7329999769254187e-05
ZNF544.rescaled	1.73264785678619e-05
UBE2D2.rescaled	-1.729210140868479e-05
ANKRD1.rescaled	-1.7230336920177852e-05
CXCL6.rescaled	-1.720761532596842e-05
GGCX.rescaled	-1.7204884463781616e-05
IGF2BP1.rescaled	-1.7200304592405617e-05
RNF113B.rescaled	-1.719201551248223e-05
ELK1.rescaled	-1.7153008518859402e-05
TMEM88B.rescaled	-1.7109440715577464e-05
CYP27C1.rescaled	-1.7106732120086332e-05
UBA5.rescaled	1.7095700056965208e-05
UXT.rescaled	-1.704448078611004e-05
CNTNAP4.rescaled	-1.7010830381601396e-05
PPP2R1A.rescaled	-1.7003024748158864e-05
ETHE1.rescaled	-1.697584658536851e-05
ANKRD7.rescaled	-1.6947318032755268e-05
SOX2.rescaled	-1.692371716463407e-05
ABCG4.rescaled	-1.6915319152222465e-05
CALY.rescaled	-1.6892835800920827e-05
BNC1.rescaled	-1.6878950829374613e-05
TEKT1.rescaled	-1.687749922863317e-05
AVL9.rescaled	-1.6875314969892707e-05
CST5.rescaled	-1.6866924862151488e-05
IRX6.rescaled	-1.686636152394132e-05
USP46.rescaled	-1.685993612177268e-05
LRRC49.rescaled	-1.683583584230756e-05
TRABD.rescaled	-1.6821664280810528e-05
