	LIME Importance
ASPM.rescaled	-2.7797078374838176e-05
EDARADD.rescaled	2.7743399944302413e-05
FRMPD2.rescaled	2.7556587888753675e-05
MAEL.rescaled	-2.7489059050016417e-05
GABRG3.rescaled	2.7462968069465426e-05
KLRC1.rescaled	-2.728774843172899e-05
AQP6.rescaled	-2.7205967835907362e-05
HOXB6.rescaled	2.7118358805252972e-05
CPA6.rescaled	-2.7091900623446445e-05
EEF1A2.rescaled	-2.706000082468031e-05
CCBE1.rescaled	-2.6963288245893367e-05
IQGAP3.rescaled	-2.6486409294146095e-05
VWA5B1.rescaled	2.627788317396273e-05
TNMD.rescaled	2.6218263869702945e-05
LGALS14.rescaled	2.6088985512263256e-05
TRH.rescaled	-2.592187123952666e-05
APOBEC3B.rescaled	-2.5883568257006056e-05
SAG.rescaled	2.5821057283596238e-05
EPHA7.rescaled	-2.5781001604983788e-05
LEFTY2.rescaled	2.5655177993688508e-05
NCAPH.rescaled	-2.5567417705359164e-05
UBE2V1.rescaled	-2.5405961196081426e-05
CENPI.rescaled	-2.532083408264898e-05
NEIL3.rescaled	-2.527861290302085e-05
KIF2C.rescaled	-2.524766741281041e-05
SLC22A31.rescaled	-2.5140161737401067e-05
IQCA1.rescaled	2.5134213851560446e-05
GDNF.rescaled	-2.5134201267934915e-05
RFC1.rescaled	-2.5049411148120602e-05
CDC20.rescaled	-2.4905613199380758e-05
TONSL.rescaled	-2.4869527275259697e-05
IRAK3.rescaled	2.4842460843283924e-05
CENPA.rescaled	-2.482084933327136e-05
RECQL4.rescaled	-2.480547972295535e-05
DLK1.rescaled	-2.4701114137907516e-05
SLC9A2.rescaled	-2.4669698976725523e-05
R3HDM2.rescaled	-2.4663167670817708e-05
RBM41.rescaled	-2.4591687312108214e-05
UMOD.rescaled	2.4522041637627218e-05
PRB3.rescaled	-2.4425494738482418e-05
ITGA7.rescaled	2.434969425381888e-05
LCA5L.rescaled	2.432520227480748e-05
DDI1.rescaled	2.4313314230932465e-05
CYP26A1.rescaled	-2.429446498502394e-05
ART1.rescaled	-2.4206387800470323e-05
TRPA1.rescaled	-2.4035066441098035e-05
DHFR.rescaled	-2.401411143466272e-05
ATP6V0A4.rescaled	-2.396922239054547e-05
RAD50.rescaled	-2.3882737503051965e-05
SYT9.rescaled	2.3816574702645394e-05
GYPE.rescaled	2.3733598252800036e-05
KDM6B.rescaled	-2.3658647688126906e-05
ODF3L1.rescaled	2.3632581952027075e-05
HEATR4.rescaled	2.3499797475314503e-05
ESPL1.rescaled	-2.3439519973479035e-05
ACBD7.rescaled	-2.342683371527229e-05
PPME1.rescaled	-2.324641641840433e-05
SLC25A13.rescaled	-2.311618855120987e-05
RIC8A.rescaled	2.2973632277167822e-05
COG7.rescaled	2.2948001041454135e-05
GP5.rescaled	2.284593813060271e-05
TUBB4A.rescaled	-2.2842436075770413e-05
NEFM.rescaled	2.2797072174051012e-05
TMEM139.rescaled	2.2670634109172378e-05
FSIP2.rescaled	-2.2526718477262034e-05
BUB1B.rescaled	-2.2502146375353413e-05
EHD4.rescaled	2.248053073341183e-05
SLC5A8.rescaled	2.2337871971341953e-05
TAGLN3.rescaled	2.221631988660405e-05
ESCO2.rescaled	-2.1876397250554146e-05
FAM72B.rescaled	-2.183263054091392e-05
GLRA3.rescaled	2.162188011690816e-05
MTTP.rescaled	-2.1602584835228122e-05
TMSB15A.rescaled	-2.1501416848778717e-05
ZNF425.rescaled	2.133516496073295e-05
FLRT3.rescaled	-2.13000777832746e-05
LIPJ.rescaled	2.1023665749877812e-05
FOXI1.rescaled	-2.1019616629627645e-05
EYA1.rescaled	2.1005353161944065e-05
GDF9.rescaled	2.100527890704074e-05
FGFBP1.rescaled	-2.085603330224522e-05
CLDN10.rescaled	-2.0809593480349564e-05
KCNIP2.rescaled	2.0807851380387603e-05
ZNF469.rescaled	2.0798407758465932e-05
NRSN1.rescaled	2.072498191827879e-05
LMX1A.rescaled	2.0699479537766222e-05
GALNT9.rescaled	-2.05734529757708e-05
WNT3A.rescaled	-2.0571318272195708e-05
HMHB1.rescaled	-2.049047817210499e-05
CA6.rescaled	-2.0247627291148212e-05
RNF2.rescaled	2.019594496971493e-05
CCKAR.rescaled	2.018049560911192e-05
RBP2.rescaled	2.014841465237035e-05
CPNE4.rescaled	-2.0080788471628104e-05
PAX1.rescaled	2.0039647362276658e-05
COL4A4.rescaled	-1.998251052508114e-05
MYOZ2.rescaled	1.9937390919130304e-05
VIL1.rescaled	-1.9883541893178688e-05
MADCAM1.rescaled	1.9740242978848905e-05
C2orf50.rescaled	1.9736591958608632e-05
SLC7A11.rescaled	-1.9303243922093737e-05
GEN1.rescaled	-1.9281222515469338e-05
BPIFB1.rescaled	1.9206445111952842e-05
PCDHA11.rescaled	1.914202763116391e-05
KRT6C.rescaled	-1.9083582141357614e-05
GNA12.rescaled	1.905864462439771e-05
CEP250.rescaled	-1.9020472535846096e-05
KIRREL3.rescaled	1.8937427543592457e-05
RSF1.rescaled	-1.8936888265072885e-05
SGCG.rescaled	1.8895283508489825e-05
SETDB1.rescaled	-1.874956848210603e-05
ISCA2.rescaled	1.864768242749222e-05
GP2.rescaled	1.8636214072925008e-05
ANGPTL7.rescaled	1.862809578717554e-05
MRGPRX2.rescaled	1.8625146002549984e-05
SULT1E1.rescaled	-1.8391125515992115e-05
DCAF16.rescaled	-1.8388882268892368e-05
SLC4A1.rescaled	1.8375606251670762e-05
ASB12.rescaled	1.8286487725372625e-05
RBCK1.rescaled	-1.8134125184560807e-05
MESP1.rescaled	1.8070447626613664e-05
UBN1.rescaled	1.802751035869767e-05
RASL10A.rescaled	-1.7867436228428228e-05
CAB39L.rescaled	1.7865715439027614e-05
MDGA2.rescaled	-1.7852497857241054e-05
CDC25A.rescaled	-1.7781405071412554e-05
KLK14.rescaled	-1.76691242090297e-05
KLK11.rescaled	-1.7630177588518065e-05
DDIT4L.rescaled	-1.759646937320524e-05
LRIF1.rescaled	-1.759492009012104e-05
BIRC5.rescaled	-1.7419137353272616e-05
MYBL2.rescaled	-1.7387285023716985e-05
SPTBN5.rescaled	1.735394623273348e-05
IGDCC4.rescaled	1.733493200753744e-05
TMC3.rescaled	1.7324171014024646e-05
SUN3.rescaled	-1.729446094195892e-05
DSP.rescaled	-1.7287329676845264e-05
SLC27A2.rescaled	-1.7244909789773306e-05
GPLD1.rescaled	1.7236954514978463e-05
MED10.rescaled	-1.715230882801676e-05
CUX2.rescaled	-1.714998090933341e-05
MUC13.rescaled	1.7117394053878614e-05
PRPF3.rescaled	-1.7054802660147003e-05
ELK1.rescaled	-1.705152176355504e-05
PLA2G1B.rescaled	1.6880094884480407e-05
TMEM132E.rescaled	-1.6770827856002948e-05
KCNH4.rescaled	-1.6684281461839585e-05
CLIC6.rescaled	1.6628457485219362e-05
MKX.rescaled	-1.65601605633464e-05
CTSD.rescaled	1.6477433788288207e-05
CSN1S1.rescaled	-1.644399387201476e-05
PDF.rescaled	1.6429982590688625e-05
EBNA1BP2.rescaled	-1.6388639818829587e-05
ABCD4.rescaled	1.6356888674443547e-05
BTNL8.rescaled	-1.6310294529268424e-05
IP6K1.rescaled	1.626209254431507e-05
CYP2A7.rescaled	1.6255029261140226e-05
CLPS.rescaled	-1.608971205429706e-05
DDX25.rescaled	1.59659276453236e-05
MYOZ1.rescaled	1.5881879460235322e-05
NUP62CL.rescaled	-1.5869694345447787e-05
HCAR2.rescaled	1.5845920187730326e-05
AKTIP.rescaled	1.5831786735469806e-05
ALDOB.rescaled	-1.581015048761493e-05
IP6K3.rescaled	1.577213047300869e-05
SNAPC5.rescaled	1.571068088189717e-05
FIG4.rescaled	-1.5651879597720442e-05
AURKB.rescaled	-1.564793972085302e-05
FGF14.rescaled	1.5638871306783164e-05
PHOSPHO1.rescaled	-1.5614313233967857e-05
FAM163A.rescaled	-1.5597439946758457e-05
HMX3.rescaled	-1.5524438732514002e-05
CHRNA2.rescaled	1.5505450236656424e-05
DCDC2.rescaled	1.5416318969678533e-05
OSGIN1.rescaled	1.534144803333179e-05
CCDC137.rescaled	-1.5281214981543382e-05
TM4SF18.rescaled	1.527405086077971e-05
HRNR.rescaled	1.52670086512969e-05
POLR2J2.rescaled	-1.5262029698174926e-05
CDC42BPA.rescaled	1.5246501446108531e-05
DIO1.rescaled	1.5234597502766904e-05
NMU.rescaled	-1.522828407024432e-05
ALG1L.rescaled	-1.5216217265043016e-05
KRT23.rescaled	1.5184048778021897e-05
PSD2.rescaled	1.5178688932124002e-05
LGALS9C.rescaled	1.5175062971823864e-05
RAB11B.rescaled	1.514844511868938e-05
FOXL2.rescaled	-1.5112972332230855e-05
MGAT4A.rescaled	1.5067975602978249e-05
ASPG.rescaled	-1.5064791190125434e-05
CLDN15.rescaled	1.5061005820090263e-05
PSG4.rescaled	1.5053879981177603e-05
ADRA2C.rescaled	-1.500257869476238e-05
HS3ST5.rescaled	-1.4999032781961045e-05
PABPN1L.rescaled	-1.497307410089666e-05
GREB1L.rescaled	-1.4965105869341161e-05
NCCRP1.rescaled	-1.4960067943242894e-05
OR51B5.rescaled	1.4930683864412978e-05
SBK2.rescaled	-1.4903857707313987e-05
TCEAL2.rescaled	1.4878586412698293e-05
ACER1.rescaled	1.4824687708474256e-05
ORC1.rescaled	-1.4809484041822596e-05
PRC1.rescaled	-1.4790078271795862e-05
CCNA2.rescaled	-1.4755673681081898e-05
PRTN3.rescaled	1.4730608378904257e-05
AATF.rescaled	-1.4720613214663143e-05
PRKG2.rescaled	-1.471968272441666e-05
ARSH.rescaled	-1.4704291870276154e-05
RILPL2.rescaled	1.4692402093131795e-05
TRABD.rescaled	-1.4687418069079115e-05
GABRA3.rescaled	-1.4681995977503735e-05
PLXNB3.rescaled	-1.4627462171024717e-05
NBPF4.rescaled	-1.4624364826389465e-05
SPATS1.rescaled	1.4621661682868381e-05
CDK1.rescaled	-1.4556884101051646e-05
GNG13.rescaled	-1.454050201989021e-05
TTK.rescaled	-1.4534949410796112e-05
CLVS1.rescaled	1.4517484860225855e-05
SP6.rescaled	-1.4488414207895287e-05
FOLR2.rescaled	-1.4470627796145783e-05
HSD3B1.rescaled	1.4470195838100203e-05
GSG1L.rescaled	-1.446933004842384e-05
LAGE3.rescaled	-1.446233477765937e-05
ASCL4.rescaled	1.4426760900678321e-05
CENPN.rescaled	-1.4405532887781844e-05
SLC7A10.rescaled	1.4405039812181487e-05
PTTG2.rescaled	-1.4353377936526824e-05
PLK1.rescaled	-1.4323305685406312e-05
BHMT.rescaled	1.4291422045948105e-05
RASSF8.rescaled	1.4286775168562589e-05
OPRD1.rescaled	-1.4272798461088485e-05
MCM3AP.rescaled	-1.4262536057095912e-05
CDC42.rescaled	1.4260442340407766e-05
IGF1R.rescaled	1.4249188174372548e-05
DEXI.rescaled	1.4204261243477124e-05
OTOA.rescaled	1.4196928607127271e-05
NPW.rescaled	-1.4185719430545493e-05
CACNG6.rescaled	-1.4176678742414855e-05
LANCL2.rescaled	-1.4127950867084578e-05
FUT5.rescaled	-1.410775405859569e-05
MRPL11.rescaled	-1.4085716608656153e-05
RASA1.rescaled	1.408393629313378e-05
GOLT1A.rescaled	1.4081176973248718e-05
VMA21.rescaled	-1.4077870435908045e-05
RPS6.rescaled	1.406984584111619e-05
CBX2.rescaled	-1.4052219625777292e-05
IFFO1.rescaled	-1.4052191326745434e-05
CLEC4M.rescaled	1.4037534700674223e-05
NSDHL.rescaled	-1.401908836718216e-05
CNTNAP4.rescaled	-1.3993343610172755e-05
CHIT1.rescaled	1.397449958581804e-05
NUSAP1.rescaled	-1.3913643130010012e-05
ARHGAP11A.rescaled	-1.3871796504810738e-05
STX10.rescaled	-1.3838993521183001e-05
COQ6.rescaled	1.3782510984138118e-05
RAD54L.rescaled	-1.3730662431632216e-05
FANCL.rescaled	-1.371994458447362e-05
SLC12A5.rescaled	-1.3686618780854496e-05
IL22RA2.rescaled	-1.368523416389158e-05
KCNG3.rescaled	-1.3669361096305427e-05
LGR5.rescaled	-1.3656435244592418e-05
PPP1R15B.rescaled	1.3628466012161516e-05
CYP3A4.rescaled	1.3624272157223905e-05
RPE65.rescaled	1.361100049918003e-05
SLCO2A1.rescaled	-1.3588660074500632e-05
LY6D.rescaled	-1.3556689135089829e-05
SPSB2.rescaled	1.3543984460098828e-05
FGFR3.rescaled	-1.3543846324529986e-05
SLC8A3.rescaled	-1.3534895174202539e-05
DLGAP4.rescaled	-1.3524906519355138e-05
MCM10.rescaled	-1.3523777241515292e-05
LIX1.rescaled	-1.3504930178795208e-05
DYNC1I2.rescaled	1.3467072782474854e-05
FAM135B.rescaled	-1.345954991167798e-05
BEX5.rescaled	-1.3457637610354867e-05
BRWD3.rescaled	-1.3447197108360495e-05
NDRG3.rescaled	-1.3438118224195266e-05
MIP.rescaled	-1.3397058768516646e-05
HJURP.rescaled	-1.3389891032761575e-05
OR2A1.rescaled	-1.3351552986633594e-05
NEMF.rescaled	-1.3341889965505624e-05
NIT2.rescaled	-1.3330327881065656e-05
SLC44A4.rescaled	1.3311180075001788e-05
SRD5A2.rescaled	-1.3284627857449086e-05
FZD9.rescaled	-1.3248752047319875e-05
SOX11.rescaled	-1.3248644693341983e-05
HS3ST6.rescaled	-1.3239645168663868e-05
BLCAP.rescaled	-1.3233936283077693e-05
CD14.rescaled	-1.3225237757941017e-05
EPO.rescaled	-1.3216707552253907e-05
RANBP3.rescaled	1.3212043655659593e-05
ABCF1.rescaled	1.3201431455857201e-05
GRM2.rescaled	1.3139374658966002e-05
PCSK1.rescaled	1.3127793036191557e-05
ZIM2.rescaled	1.3072129822046108e-05
OIP5.rescaled	-1.3060109373016454e-05
PCDH9.rescaled	1.3040004131810493e-05
HOXB3.rescaled	1.303775392883161e-05
APOB.rescaled	1.3021695229149394e-05
PRDM1.rescaled	-1.3000515096184721e-05
REC8.rescaled	-1.2995877779559557e-05
FDXACB1.rescaled	1.2990084517296593e-05
CES3.rescaled	-1.2977131480094427e-05
RTBDN.rescaled	-1.2957713225833453e-05
POLR3E.rescaled	1.292831646423004e-05
TUBD1.rescaled	-1.2886075833999877e-05
CCNO.rescaled	1.288362008945142e-05
GDI1.rescaled	-1.2857584980712273e-05
CDCA3.rescaled	-1.2856063797735968e-05
CIDEA.rescaled	1.2817666724146134e-05
CD163.rescaled	-1.2815393204480355e-05
CFHR1.rescaled	1.2777726333560144e-05
WFDC3.rescaled	-1.277306919542524e-05
C14orf39.rescaled	-1.272910049666362e-05
LCNL1.rescaled	-1.272051927556966e-05
SAYSD1.rescaled	1.2716222826687264e-05
CA9.rescaled	-1.2708186444332767e-05
ELFN2.rescaled	-1.2696258048311172e-05
SMPD2.rescaled	-1.268994686275268e-05
PAAF1.rescaled	-1.2668092744945131e-05
NFATC1.rescaled	1.2628087465861936e-05
ATP8B3.rescaled	-1.262703554996978e-05
ISL1.rescaled	-1.2615963926869004e-05
TRIM72.rescaled	1.2584336068196094e-05
ASAH2.rescaled	-1.2568479054708643e-05
SERPIND1.rescaled	-1.2552376144448004e-05
OTC.rescaled	1.2514078650174924e-05
CENPW.rescaled	-1.2508107799189522e-05
PVALB.rescaled	-1.2507758238965651e-05
PLA2G2C.rescaled	1.250458303188327e-05
KBTBD13.rescaled	1.2504182536752434e-05
ACTA1.rescaled	1.2481177088104705e-05
RANBP10.rescaled	1.2480964781348311e-05
ZFYVE9.rescaled	1.2476443138814162e-05
ENTPD8.rescaled	-1.2470353214267274e-05
SRSF3.rescaled	1.2442819833929863e-05
RAMP2.rescaled	1.2440010582636099e-05
GRM7.rescaled	1.2439386704429018e-05
LMOD3.rescaled	-1.2429985703470094e-05
PIPOX.rescaled	-1.242222321044016e-05
UGT3A2.rescaled	-1.2421279007912631e-05
DARS2.rescaled	1.2405339569615779e-05
TACR3.rescaled	-1.2402488515933857e-05
C17orf98.rescaled	1.2399604943797891e-05
KLHL21.rescaled	1.2398572268447545e-05
GMIP.rescaled	-1.2389374725017354e-05
ZBTB7B.rescaled	-1.2389054487048263e-05
TRMT1L.rescaled	1.2384815528193611e-05
GPR146.rescaled	1.2344978597299402e-05
LIMS1.rescaled	1.2332617991690741e-05
ARMS2.rescaled	1.232910427186912e-05
ZNF468.rescaled	1.2306555362426803e-05
DES.rescaled	1.2289861546430532e-05
ABAT.rescaled	1.2281239848265067e-05
BTN3A2.rescaled	1.2280025116646887e-05
MAFG.rescaled	1.2277408145744147e-05
KAT7.rescaled	-1.2261298316414506e-05
PLEKHM2.rescaled	1.225473732036256e-05
PSRC1.rescaled	-1.2251423731421589e-05
ZNF558.rescaled	1.2246595102101475e-05
TRIM39.rescaled	1.2244631150088037e-05
CLNS1A.rescaled	-1.2230198900412287e-05
BUB1.rescaled	-1.2229831559762048e-05
GCNT4.rescaled	1.2227246107083589e-05
PNRC2.rescaled	1.2227017816760486e-05
RING1.rescaled	1.2218313745903861e-05
MAPK15.rescaled	-1.2210869890137479e-05
OAF.rescaled	1.220307008582461e-05
SLC26A2.rescaled	1.2183693486949046e-05
FAM209B.rescaled	-1.2170688081675846e-05
FOXO1.rescaled	-1.2161617373332753e-05
IP6K2.rescaled	-1.2153097672400594e-05
CEP95.rescaled	1.2136725707758959e-05
NMUR1.rescaled	1.2126879373584357e-05
SYT3.rescaled	-1.2096808605523809e-05
KIF14.rescaled	-1.2092098173337297e-05
CDH18.rescaled	1.2086230013629926e-05
SCGB2B2.rescaled	-1.207887564634561e-05
LRRC71.rescaled	-1.2060319075229716e-05
IGSF11.rescaled	1.2015666691077174e-05
EXOC3.rescaled	-1.2001426775233384e-05
DNAJC1.rescaled	-1.2000026583867095e-05
NAGS.rescaled	1.1990996025177853e-05
MOAP1.rescaled	1.198768293315513e-05
PPRC1.rescaled	1.1983899105482681e-05
WTAP.rescaled	1.1983853192942984e-05
CA12.rescaled	1.1968117429825449e-05
C7orf25.rescaled	1.19663017813854e-05
TLK1.rescaled	-1.1946568902667773e-05
RAB28.rescaled	1.1943755224960525e-05
EPC1.rescaled	1.1938158045532812e-05
ZXDB.rescaled	-1.1935147835779429e-05
HSFX2.rescaled	-1.1929312481550823e-05
DTNBP1.rescaled	1.190987652214134e-05
GPR83.rescaled	1.1909488991768942e-05
RPL26L1.rescaled	-1.1828010675174961e-05
C3orf18.rescaled	1.1825258210106104e-05
ZBTB8B.rescaled	-1.1817233150885538e-05
OPTN.rescaled	1.181675155100216e-05
BEND4.rescaled	-1.1811257626342908e-05
CACNB4.rescaled	1.1799371339921801e-05
ALB.rescaled	-1.1794841506100986e-05
HPD.rescaled	-1.1789835961871146e-05
USP24.rescaled	-1.1785015270713491e-05
OSMR.rescaled	1.1766032441629873e-05
PCDHB1.rescaled	1.1747658899046374e-05
MYO3B.rescaled	1.1738083713443353e-05
ADH1A.rescaled	1.1734321616396307e-05
HAMP.rescaled	1.173203500027295e-05
OR5K2.rescaled	1.1728644471814824e-05
TRIM24.rescaled	-1.1717817652156748e-05
SIGLEC5.rescaled	-1.1716784395991002e-05
ANKRD65.rescaled	1.1705016066903227e-05
ACSM1.rescaled	1.169473496656503e-05
SMS.rescaled	-1.1690754078556455e-05
CLK4.rescaled	-1.16818920232509e-05
GPR6.rescaled	1.167788338616375e-05
APOOL.rescaled	1.1677777751139406e-05
TBC1D16.rescaled	1.1669651066345608e-05
AKR1B15.rescaled	-1.1665331930032821e-05
TMEM132B.rescaled	-1.1660331252331283e-05
PRSS36.rescaled	-1.1657120680269651e-05
CPZ.rescaled	-1.1653970833844028e-05
ATP6V1E2.rescaled	-1.1640762519468047e-05
RAB40AL.rescaled	-1.1623944243438253e-05
BTG4.rescaled	1.1572123631327032e-05
DUSP13.rescaled	-1.1570643042532011e-05
C2CD4C.rescaled	-1.1569667391773048e-05
SLC25A14.rescaled	-1.1561966105666792e-05
VEPH1.rescaled	1.1561327049621676e-05
RCN1.rescaled	1.1541372958374023e-05
PRPH.rescaled	1.1520571416354222e-05
RNASE10.rescaled	-1.1507880301923777e-05
PAX3.rescaled	-1.1505731009416498e-05
CTSA.rescaled	-1.1504174196497417e-05
TOR1AIP1.rescaled	1.1493577695309351e-05
GPBAR1.rescaled	-1.1479569117713271e-05
TMEM179.rescaled	-1.1477768723118622e-05
SELP.rescaled	1.1448743324949225e-05
NCAM1.rescaled	1.1447534963732395e-05
SCN3B.rescaled	1.1417814798680731e-05
CDC25B.rescaled	-1.1411324842700205e-05
PNCK.rescaled	-1.1408172932422486e-05
SMTN.rescaled	1.140521439967502e-05
MESP2.rescaled	1.139256721001369e-05
COPE.rescaled	-1.1379384862347423e-05
BLK.rescaled	1.1368373386225994e-05
PCNA.rescaled	-1.1355938488454932e-05
POTEM.rescaled	-1.1336974592974826e-05
SNTG2.rescaled	1.1325003645043302e-05
MAL.rescaled	-1.1316444652678963e-05
ZP1.rescaled	-1.1289974341334345e-05
PDIK1L.rescaled	1.1289472543979481e-05
ALKBH7.rescaled	1.1285905418207127e-05
GRB14.rescaled	-1.1281215970718874e-05
HOXB9.rescaled	-1.1267635229996358e-05
ATXN7L3B.rescaled	1.126522044408599e-05
TCF21.rescaled	1.125306395271922e-05
CDCA2.rescaled	-1.1250641366128086e-05
STEAP3.rescaled	1.1245047017299586e-05
CCL15.rescaled	1.1224507641625364e-05
KIR3DL2.rescaled	-1.1221264525544096e-05
FBN2.rescaled	-1.1219575196667313e-05
CIDEC.rescaled	1.121707013165412e-05
